colour,currency,description,image_urls,price,product_name
yellow,AUD,"The Fold Over Mini Dress is a simple slip style with flattering fold over fabric across chest, and neat tie cords at centre back.",https://cdn.shopify.com/s/files/1/2129/8823/products/S42-T22-Yellow-18347-Venroy-0465_13425677-22df-40b8-99f6-c739f9dde813_2000x.jpg?v=1537250147>>https://cdn.shopify.com/s/files/1/2129/8823/products/S42-T22-Yellow-18347-Venroy-0469_1de538fb-25a5-47a2-91a2-c41152410f80_2000x.jpg?v=1537250147>>https://cdn.shopify.com/s/files/1/2129/8823/products/S33-T22-18347-Venroy-0097_2000x.jpg?v=1537250147,110.0,Fold over mini dress
sand marl,AUD,"Relaxed linen mini with foldover panel feature
 - Straight across neckline
 - Adjustable spaghetti straps
 - Foldover panel feature across bust
 - Relaxed fit on the body
 - Keyhole at centre back with linen cord tie closure
 - Raw hemline finish",https://cdn.shopify.com/s/files/1/2129/8823/products/VENROY_ECOMM_WOMENS_1_53_2000x.jpg?v=1590465678>>https://cdn.shopify.com/s/files/1/2129/8823/products/VENROY_ECOMM_WOMENS_1_55_2000x.jpg?v=1590465678>>https://cdn.shopify.com/s/files/1/2129/8823/products/VENROY_ECOMM_WOMENS_1_54_2000x.jpg?v=1590465678,110.0,Fold over mini dress
white,AUD,"Relaxed linen mini with foldover panel feature
 - Straight across neckline
 - Adjustable spaghetti straps
 - Foldover panel feature across bust
 - Relaxed fit on the body
 - Keyhole at centre back with linen cord tie closure
 - Raw hemline finish",https://cdn.shopify.com/s/files/1/2129/8823/products/VENROY_ECOMM_WOMENS_1_66_1a391a93-da4c-46df-a67d-c09284b492a0_2000x.jpg?v=1580426578>>https://cdn.shopify.com/s/files/1/2129/8823/products/VENROY_ECOMM_WOMENS_1_67_670c37ad-8ef1-4021-a8df-b02803f63c30_2000x.jpg?v=1580426578>>https://cdn.shopify.com/s/files/1/2129/8823/products/VENROY_ECOMM_WOMENS_1_68_d6e66838-fc51-4ba5-9e12-0653ef5c174b_2000x.jpg?v=1580426578>>https://cdn.shopify.com/s/files/1/2129/8823/products/VENROY_ECOMM_WOMENS_1_70_9cae3835-3a00-424e-b21b-d24410b8be5c_2000x.jpg?v=1580426578>>https://cdn.shopify.com/s/files/1/2129/8823/products/VENROY_ECOMM_WOMENS_1_69_8c3155d8-3a25-4956-ab81-59327781fdcc_2000x.jpg?v=1580426578,110.0,Fold over mini dress
white,AUD,"Relaxed linen midi with foldover panel feature
 - Straight across neckline
 - Adjustable spaghetti straps
 - Foldover panel feature across bust
 - Relaxed fit on the body
 - Side split feature in skirt
 - Invisible zipper in centre back for closure
 - Raw hemline finish",https://cdn.shopify.com/s/files/1/2129/8823/products/VENROY_ECOMM_WOMENS_1_54_ff7d2206-c8e9-4b02-a18f-9e19b04ab5b6_2000x.jpg?v=1580426889>>https://cdn.shopify.com/s/files/1/2129/8823/products/VENROY_ECOMM_WOMENS_1_55_9064652e-1bae-413f-8a8a-f3a7b33c89f5_2000x.jpg?v=1580426889>>https://cdn.shopify.com/s/files/1/2129/8823/products/VENROY_ECOMM_WOMENS_1_57_d6c8e5bf-76ca-4ea3-819a-ca60409c09e1_2000x.jpg?v=1580426889>>https://cdn.shopify.com/s/files/1/2129/8823/products/VENROY_ECOMM_WOMENS_1_56_c338c2fe-f1d7-4bd3-833a-1bb1c1f8b418_2000x.jpg?v=1580426889>>https://cdn.shopify.com/s/files/1/2129/8823/products/VENROY_ECOMM_WOMENS_1_57_b3636b58-83cb-40ea-b0c6-1805d3c6e8b8_2000x.jpg?v=1580426916>>https://cdn.shopify.com/s/files/1/2129/8823/products/VENROY_ECOMM_WOMENS_1_56_299dcd84-9aaa-4a0f-919d-f73b252d434d_2000x.jpg?v=1580426916>>https://cdn.shopify.com/s/files/1/2129/8823/products/VENROY_ECOMM_WOMENS_1_55_7d5e7cdf-9377-4f4b-a7a5-c0d32e62b0bb_2000x.jpg?v=1580426916>>https://cdn.shopify.com/s/files/1/2129/8823/products/VENROY_ECOMM_WOMENS_1_54_0a284748-c7e7-4df0-a6ed-8f075527896b_2000x.jpg?v=1580426916,130.0,Fold over side split dress
rust,AUD,"Classic mini in knitted loose weave fabrication
 - Thick straps
 - Rounded neckline
 - Mini length
 - Fabricated in breathable loose weave knitted linen",https://cdn.shopify.com/s/files/1/2129/8823/products/VENROY_ECOMM_WOMENS_2_43_2000x.jpg?v=1590465689>>https://cdn.shopify.com/s/files/1/2129/8823/products/VENROY_ECOMM_WOMENS_2_44_2000x.jpg?v=1590465689>>https://cdn.shopify.com/s/files/1/2129/8823/products/W_ECOMM_CAMPAIGN_13_copy_2000x.jpg?v=1590465689,120.0,Knitted mini dress
light blue,AUD,"The Fold Over Mini Dress is a simple slip style with flattering fold over fabric across chest, and neat tie cords at centre back.",https://cdn.shopify.com/s/files/1/2129/8823/products/S40-T23-BabyBlue-18347-Venroy-0460_2000x.jpg?v=1581049508>>https://cdn.shopify.com/s/files/1/2129/8823/products/S40-T23-BabyBlue-18347-Venroy-0464_2000x.jpg?v=1581049508>>https://cdn.shopify.com/s/files/1/2129/8823/products/S35-T23-18347-Venroy-0100_2000x.jpg?v=1581049508,110.0,Fold over mini dress
ivory,AUD,"Classic mini in knitted loose weave fabrication
 - Thick straps
 - Rounded neckline
 - Mini length
 - Fabricated in breathable loose weave knitted linen",https://cdn.shopify.com/s/files/1/2129/8823/products/Ivory_Knitted_Dress_-_Front_2000x.jpg?v=1590465688>>https://cdn.shopify.com/s/files/1/2129/8823/products/Ivory_Knitted_Dress_-_Back_2000x.jpg?v=1590465688,120.0,Knitted mini dress
light pink,AUD,Our Terry Towel Mini Dress is a simple slip-on piece in practical cotton. Fitted around the bust with a slight A-Line shape.,https://cdn.shopify.com/s/files/1/2129/8823/products/S34-T26-Pink-18347-Venroy-0417_2607cfb3-532e-45e5-ad80-58ad34f55a05_2000x.jpg?v=1590465509>>https://cdn.shopify.com/s/files/1/2129/8823/products/S34-T26-Pink-18347-Venroy-0419_9dbc455b-c43e-473b-9aa2-4141f8e6dcef_2000x.jpg?v=1590465509>>https://cdn.shopify.com/s/files/1/2129/8823/products/S37-T26-18347-Venroy-0112_2000x.jpg?v=1590465509,90.0,Terry towel mini dress
taupe,AUD,"Classic mini in knitted loose weave fabrication
 - Thick straps
 - Rounded neckline
 - Mini length
 - Fabricated in breathable loose weave knitted linen",https://cdn.shopify.com/s/files/1/2129/8823/products/VENROY_ECOMM_WOMENS_2_45_2000x.jpg?v=1590465691>>https://cdn.shopify.com/s/files/1/2129/8823/products/VENROY_ECOMM_WOMENS_2_46_2000x.jpg?v=1590465691,120.0,Knitted mini dress
sand marl,AUD,"Meet the new summer statement. Hot days &amp; nights require a cool head &amp; shoulder. Lounge around in this stylish, lightweight linen option unique to Venroy.",https://cdn.shopify.com/s/files/1/2129/8823/products/VENROY_ECOMM_WOMENS_2_72_2000x.jpg?v=1590465699>>https://cdn.shopify.com/s/files/1/2129/8823/products/VENROY_ECOMM_WOMENS_2_73_2000x.jpg?v=1590465699,140.0,One shoulder dress
multi stripe,AUD,"Asymmetrical linen bias dress with shoulder tie
 - Adjustable
 - tie shoulder
 - Cut on the bias for a flattering fit which skims the body
 - A line skirt shape
 - Midi length
 - Lined in self for extra structure
 - Raw triangle
 - hemline with single stitch finish to prevent fraying",https://cdn.shopify.com/s/files/1/2129/8823/products/VENROY_ECOMM_WOMENS_SUMMER_2_4_2000x.jpg?v=1574992549>>https://cdn.shopify.com/s/files/1/2129/8823/products/VENROY_ECOMM_WOMENS_SUMMER_2_5_2000x.jpg?v=1574992549>>https://cdn.shopify.com/s/files/1/2129/8823/products/VENROY_ECOMM_WOMENS_SUMMER_2_6_2000x.jpg?v=1574992549,180.0,One shoulder tie dress
white,AUD,Our Terry Towel Mini Dress is a simple slip-on piece in practical cotton. Fitted around the bust with a slight A-Line shape.,https://cdn.shopify.com/s/files/1/2129/8823/products/VENROY_ECOMM_WOMENS_2_49_2000x.jpg?v=1581049658>>https://cdn.shopify.com/s/files/1/2129/8823/products/VENROY_ECOMM_WOMENS_2_50_2000x.jpg?v=1581049658,90.0,Terry towel mini dress
mustard,AUD,"Meet the new summer statement. Hot days &amp; nights require a cool head &amp; shoulder. Lounge around in this stylish, lightweight linen option unique to Venroy.",https://cdn.shopify.com/s/files/1/2129/8823/products/VENROY_ECOMM_WOMENS_2_70_2000x.jpg?v=1590465702>>https://cdn.shopify.com/s/files/1/2129/8823/products/VENROY_ECOMM_WOMENS_2_71_2000x.jpg?v=1590465702,140.0,One shoulder dress
white,AUD,"Linen bias dress with delicate front tie feature
 - V neckline with binding finish
 - Centre front keyhole feature with matching linen tie
 - Cut on the bias for a flattering fit which skims the body
 - Adjustable spaghetti straps
 - Midi length
 - Triangle front hemline feature
 - Diagonal panel feature for A line skirt fit
 - Raw hemline with single stitch finish to prevent fraying",https://cdn.shopify.com/s/files/1/2129/8823/products/VENROY_ECOMM_WOMENS_SUMMER_1_109_2000x.jpg?v=1574648051>>https://cdn.shopify.com/s/files/1/2129/8823/products/VENROY_ECOMM_WOMENS_SUMMER_1_110_2000x.jpg?v=1574648051>>https://cdn.shopify.com/s/files/1/2129/8823/products/VENROY_ECOMM_WOMENS_SUMMER_1_111_2000x.jpg?v=1574648051,160.0,Bias tie front dress
navy,AUD,"Linen bias dress with delicate front tie feature
 - V neckline with binding finish
 - Centre front keyhole feature with matching linen tie
 - Cut on the bias for a flattering fit which skims the body
 - Adjustable spaghetti straps
 - Midi length
 - Triangle front hemline feature
 - Diagonal panel feature for A line skirt fit
 - Raw hemline with single stitch finish to prevent fraying",https://cdn.shopify.com/s/files/1/2129/8823/products/VENROY_ECOMM_WOMENS_SUMMER_1_112_2000x.jpg?v=1574648008>>https://cdn.shopify.com/s/files/1/2129/8823/products/VENROY_ECOMM_WOMENS_SUMMER_1_113_2000x.jpg?v=1574648008>>https://cdn.shopify.com/s/files/1/2129/8823/products/VENROY_ECOMM_WOMENS_SUMMER_1_114_2000x.jpg?v=1574648008,160.0,Bias tie front dress
dusty blue,AUD,"Relaxed fit mini with adjustable drawcord ruching across the bust
 - Adjustable spaghetti straps
 - Drawcord under bust and across neckline for adjustable ruching
 - Open back feature with double tie closure
 - Mini length
 - Relaxed fit on the body
 - Fully lined in cotton",https://cdn.shopify.com/s/files/1/2129/8823/products/VENROY_ECOMM_WOMENS_SUMMER_1_31_2000x.jpg?v=1574644725>>https://cdn.shopify.com/s/files/1/2129/8823/products/VENROY_ECOMM_WOMENS_SUMMER_1_32_2000x.jpg?v=1574644725>>https://cdn.shopify.com/s/files/1/2129/8823/products/VENROY_ECOMM_WOMENS_SUMMER_1_33_2000x.jpg?v=1574644725,160.0,Gathered lounge dress
copper,AUD,"Relaxed fit mini with adjustable drawcord ruching across the bust
 - Adjustable spaghetti straps
 - Drawcord under bust and across neckline for adjustable ruching
 - Open back feature with double tie closure
 - Mini length
 - Relaxed fit on the body
 - Fully lined in cotton",https://cdn.shopify.com/s/files/1/2129/8823/products/VENROY_ECOMM_WOMENS_SUMMER_1_28_2000x.jpg?v=1575958131>>https://cdn.shopify.com/s/files/1/2129/8823/products/VENROY_ECOMM_WOMENS_SUMMER_1_29_2000x.jpg?v=1575958131>>https://cdn.shopify.com/s/files/1/2129/8823/products/VENROY_ECOMM_WOMENS_SUMMER_1_30_2000x.jpg?v=1575958131>>https://cdn.shopify.com/s/files/1/2129/8823/products/VENROY_ECOMM_WOMENS_SUMMER_1_11_1ba20b4e-5460-4f4f-b746-d06a1e4bf793_2000x.jpg?v=1575958145,160.0,Gathered lounge dress
navy,AUD,"Classic collared signature linen shirt
 - Functional button down front
 - Cuffs finished with button closure
 - Full length sleeves
 - Slim fit on the body",https://cdn.shopify.com/s/files/1/2129/8823/products/VENROY_WOMENS_HS_234_2000x.jpg?v=1590465448>>https://cdn.shopify.com/s/files/1/2129/8823/products/VENROY_WOMENS_HS_235_2000x.jpg?v=1590465448>>https://cdn.shopify.com/s/files/1/2129/8823/products/VENROY_WOMENS_HS_236_2000x.jpg?v=1590465448,100.0,Womens slim shirt
black,AUD,"Classic collared signature linen shirt
 - Functional button down front
 - Cuffs finished with button closure
 - Full length sleeves
 - Slim fit on the body",https://cdn.shopify.com/s/files/1/2129/8823/products/VENROY_WOMENS_HS_231_2000x.jpg?v=1590465529>>https://cdn.shopify.com/s/files/1/2129/8823/products/VENROY_WOMENS_HS_232_2000x.jpg?v=1590465529>>https://cdn.shopify.com/s/files/1/2129/8823/products/VENROY_WOMENS_HS_233_2000x.jpg?v=1590465529,100.0,Womens slim shirt
white,AUD,"Relaxed fit mini with adjustable drawcord ruching across the bust
 - Adjustable spaghetti straps
 - Drawcord under bust and across neckline for adjustable ruching
 - Open back feature with double tie closure
 - Mini length
 - Relaxed fit on the body
 - Fully lined in cotton",https://cdn.shopify.com/s/files/1/2129/8823/products/VENROY_ECOMM_WOMENS_SUMMER_1_34_2000x.jpg?v=1574644679>>https://cdn.shopify.com/s/files/1/2129/8823/products/VENROY_ECOMM_WOMENS_SUMMER_1_35_2000x.jpg?v=1574644679>>https://cdn.shopify.com/s/files/1/2129/8823/products/VENROY_ECOMM_WOMENS_SUMMER_1_36_2000x.jpg?v=1574644679,160.0,Gathered lounge dress
ochre,AUD,"Short sleeve camp collar shirt with with D-ring feature
 - Traditional camp collar
 - Functional chest pocket feature
 - Pocket finished with contrast grosgrain and d-ring detail
 - Functional button down front for entry
 - Relaxed fit on the body
 - Hip length hem
 - Short sleeve",https://cdn.shopify.com/s/files/1/2129/8823/products/VENROY_ECOMM_WOMENS_1_96_3ac9fa72-dc9b-4aa8-92c7-b8c823fca9e6_2000x.jpg?v=1580366412>>https://cdn.shopify.com/s/files/1/2129/8823/products/W_VENROY_CAMP_ECOMM_12_2000x.jpg?v=1581914281>>https://cdn.shopify.com/s/files/1/2129/8823/products/W_VENROY_CAMP_ECOMM_13_2000x.jpg?v=1581914281>>https://cdn.shopify.com/s/files/1/2129/8823/products/VENROY_ECOMM_WOMENS_1_99_157b69f7-fe7b-4457-bfb1-e08c1192d1c8_2000x.jpg?v=1581914281>>https://cdn.shopify.com/s/files/1/2129/8823/products/VENROY_ECOMM_WOMENS_1_97_cbeb8d9c-b567-4e6c-8d6c-7e76b34ea9e6_2000x.jpg?v=1581914281>>https://cdn.shopify.com/s/files/1/2129/8823/products/VENROY_ECOMM_WOMENS_1_98_ca7c91b3-a112-49a6-85c1-81d8c0411c3e_2000x.jpg?v=1581914281,150.0,D-ring camp collar
white,AUD,"Classic collared signature linen shirt
 - Functional button down front
 - Cuffs finished with button closure
 - Full length sleeves
 - Slim fit on the body",https://cdn.shopify.com/s/files/1/2129/8823/products/VENROY_ECOMM_WOMENS_2_96_8280a607-4f57-481e-8789-8e943e735c01_2000x.jpg?v=1580452568>>https://cdn.shopify.com/s/files/1/2129/8823/products/VENROY_ECOMM_WOMENS_2_97_eae703eb-4a2b-4991-80e2-daab88c1dac6_2000x.jpg?v=1580452568>>https://cdn.shopify.com/s/files/1/2129/8823/products/VENROY_ECOMM_WOMENS_2_99_2000x.jpg?v=1580452607>>https://cdn.shopify.com/s/files/1/2129/8823/products/VENROY_ECOMM_WOMENS_2_100_2000x.jpg?v=1580452607>>https://cdn.shopify.com/s/files/1/2129/8823/products/VENROY_ECOMM_WOMENS_2_101_cc117200-4652-43df-b8e3-7c7969cc5e6f_2000x.jpg?v=1580452607,120.0,Slim shirt
check,AUD,"Classic oversized shirt in custom developed check fabrication.
 - Oversized fit on the body
 - Classic collar
 - Fabricated in a solid cotton twill
 - Functional button down front
 - Full length sleeves
 - Sleeves finished with cuffs and double button finish",https://cdn.shopify.com/s/files/1/2129/8823/products/VENROY_ECOMM_WOMENS_AW_2_62_2000x.jpg?v=1592370404>>https://cdn.shopify.com/s/files/1/2129/8823/products/VENROY_AW20_35_73d7257e-4b66-4a3c-a219-290f19f7abf4_2000x.png?v=1594795668>>https://cdn.shopify.com/s/files/1/2129/8823/products/VENROY_ECOMM_WOMENS_AW_2_64_2000x.jpg?v=1594795668>>https://cdn.shopify.com/s/files/1/2129/8823/products/VENROY_ECOMM_WOMENS_AW_2_65_2000x.jpg?v=1594795668>>https://cdn.shopify.com/s/files/1/2129/8823/products/VENROY_ECOMM_WOMENS_AW_2_66_2000x.jpg?v=1594795668>>https://cdn.shopify.com/s/files/1/2129/8823/products/VENROY_ECOMM_WOMENS_AW_2_63_2000x.jpg?v=1594795668>>https://cdn.shopify.com/s/files/1/2129/8823/products/VENROY_ECOMM_WOMENS_AW_2_71_2000x.jpg?v=1594795668>>https://cdn.shopify.com/s/files/1/2129/8823/products/VENROY_ECOMM_WOMENS_AW_2_72_2000x.jpg?v=1594795668>>https://cdn.shopify.com/s/files/1/2129/8823/products/VENROY_ECOMM_WOMENS_AW_2_73_2000x.jpg?v=1594795668,170.0,Oversized twill shirt
musk,AUD,"Classic collared signature linen shirt
 - Functional button down front
 - Wide cuff feature with button closure
 - Full length sleeves
 - Slim fit on the body",https://cdn.shopify.com/s/files/1/2129/8823/products/VENROY_ECOMM_WOMENS_AW_2_77_2000x.jpg?v=1592873818>>https://cdn.shopify.com/s/files/1/2129/8823/products/VENROY_ECOMM_WOMENS_AW_2_78_2000x.jpg?v=1592873818>>https://cdn.shopify.com/s/files/1/2129/8823/products/VENROY_ECOMM_WOMENS_AW_2_79_2000x.jpg?v=1592873818,140.0,Womens classic shirt
mint,AUD,"Classic collared signature linen shirt
 - Functional button down front
 - Wide cuff feature with button closure
 - Full length sleeves
 - Slim fit on the body
 - Styled with",https://cdn.shopify.com/s/files/1/2129/8823/products/VENROY_ECOMM_WOMENS_SP_2_2_e3fca247-ee76-475f-bdf9-3efa6f3f76a5_2000x.jpg?v=1581049961>>https://cdn.shopify.com/s/files/1/2129/8823/products/VENROY_ECOMM_WOMENS_SP_2_1_49c9609d-f024-4d5c-8181-be7f69d5eaed_2000x.jpg?v=1581049961>>https://cdn.shopify.com/s/files/1/2129/8823/products/VENROY_ECOMM_WOMENS_SP_2_3_4738f4a0-b07f-4656-8a43-b3c145ee0bad_2000x.jpg?v=1581049961>>https://cdn.shopify.com/s/files/1/2129/8823/products/VENROY_ECOMM_WOMENS_SP_2_4_60a71c72-30c2-402e-abf9-e1ce18ac6c21_2000x.jpg?v=1581049961>>https://cdn.shopify.com/s/files/1/2129/8823/products/VENROY_ECOMM_WOMENS_SP_16_2000x.jpg?v=1581049961,140.0,Womens classic shirt
white,AUD,"Classic collared signature linen shirt
 - Functional button down front
 - Wide cuff feature with button closure
 - Full length sleeves
 - Slim fit on the body",https://cdn.shopify.com/s/files/1/2129/8823/products/VENROY_ECOMM_WOMENS_AW_3_1_2000x.jpg?v=1592961358>>https://cdn.shopify.com/s/files/1/2129/8823/products/VENROY_ECOMM_WOMENS_AW_3_2_2000x.jpg?v=1592961358>>https://cdn.shopify.com/s/files/1/2129/8823/products/VENROY_ECOMM_WOMENS_AW_3_3_2000x.jpg?v=1592961358>>https://cdn.shopify.com/s/files/1/2129/8823/products/VENROY_ECOMM_WOMENS_AW_3_4_2000x.jpg?v=1592961358>>https://cdn.shopify.com/s/files/1/2129/8823/products/VENROY_ECOMM_WOMENS_AW_3_1_df7a2b90-737b-4a54-833a-0af9b457b969_2000x.jpg?v=1592961358>>https://cdn.shopify.com/s/files/1/2129/8823/products/VENROY_ECOMM_WOMENS_AW_3_2_af7a04ba-bcca-4499-bfa0-9cbdc278fe9d_2000x.jpg?v=1592961358>>https://cdn.shopify.com/s/files/1/2129/8823/products/VENROY_ECOMM_WOMENS_AW_3_3_64a73d68-c956-4c48-bdb1-430a31689383_2000x.jpg?v=1592961358>>https://cdn.shopify.com/s/files/1/2129/8823/products/VENROY_ECOMM_WOMENS_AW_3_4_c0fe0268-5c65-4274-8ef9-27ce7eb8dd3a_2000x.jpg?v=1592961408,140.0,Womens classic shirt
white,AUD,"Oversized shirt in lightweight cotton voile fabrication
 - Oversized fit
 - Mother of pearl buttons down body for entry
 - Signature holiday stripe fabrication
 - Lightweight breathable cotton voile, perfect for summer
 - Traditional collar
 - Functional breast pocket feature on left hand side
 - Long sleeve
 - Cuffs with button finish for closure",https://cdn.shopify.com/s/files/1/2129/8823/products/VENROY_ECOMM_WOMENS_2_36_2000x.jpg?v=1580438830>>https://cdn.shopify.com/s/files/1/2129/8823/products/W_VENROY_CAMP_ECOMM_58930d0f-f37c-4828-8ca0-ea1c2dec8300_2000x.jpg?v=1581980204>>https://cdn.shopify.com/s/files/1/2129/8823/products/VENROY_ECOMM_WOMENS_2_37_2000x.jpg?v=1581980204>>https://cdn.shopify.com/s/files/1/2129/8823/products/VENROY_ECOMM_WOMENS_2_38_2000x.jpg?v=1581980204>>https://cdn.shopify.com/s/files/1/2129/8823/products/VENROY_ECOMM_WOMENS_2_39_7e8c2221-4a46-4add-93d2-f57e80fd60e6_2000x.jpg?v=1581980204>>https://cdn.shopify.com/s/files/1/2129/8823/products/VENROY_ECOMM_WOMENS_2_40_37f5b23e-ff6d-46a3-a78a-732e597d9513_2000x.jpg?v=1581980204,130.0,Oversized shirt
champagne,AUD,"Luxuriant silk shirt in champagne coloured sand washed silk
 - Classic collar
 - Front pocket feature
 - Functional button down placket
 - Buttons covered in matching silk
 - Long sleeve length
 - Pleat detail in centre back of body
 - Cuffs finished with double button closure",https://cdn.shopify.com/s/files/1/2129/8823/products/VENROY_ECOMM_WOMENS_AW_2_57_2000x.jpg?v=1592964168>>https://cdn.shopify.com/s/files/1/2129/8823/products/VENROY_AW20_37_2000x.png?v=1594795023>>https://cdn.shopify.com/s/files/1/2129/8823/products/VENROY_ECOMM_WOMENS_AW_2_58_2000x.jpg?v=1594795023>>https://cdn.shopify.com/s/files/1/2129/8823/products/VENROY_ECOMM_WOMENS_AW_2_59_2000x.jpg?v=1594795023>>https://cdn.shopify.com/s/files/1/2129/8823/products/VENROY_ECOMM_WOMENS_AW_2_60_2000x.jpg?v=1594795023,260.0,Silk long sleeve shirt
biscuit,AUD,This T-Shirt is made from our signature Linen Jersey.,https://cdn.shopify.com/s/files/1/2129/8823/products/VENROY_ECOMM_MENS_H_55_2000x.jpg?v=1581049854>>https://cdn.shopify.com/s/files/1/2129/8823/products/VENROY_ECOMM_MENS_H_117_2000x.jpg?v=1581049854>>https://cdn.shopify.com/s/files/1/2129/8823/products/VENROY_ECOMM_MENS_H_118_2000x.jpg?v=1581049854>>https://cdn.shopify.com/s/files/1/2129/8823/products/VENROY_ECOMM_MENS_H_121_2000x.jpg?v=1581049854>>https://cdn.shopify.com/s/files/1/2129/8823/products/VENROY_ECOMM_MENS_H_7_9edabfe1-2081-45e2-b782-5ef3d7f9f0e8_2000x.jpg?v=1581049854>>https://cdn.shopify.com/s/files/1/2129/8823/products/VENROY_ECOMM_MENS_H_8_1e74b3c8-d841-425b-9620-d87f534dc243_2000x.jpg?v=1581049854>>https://cdn.shopify.com/s/files/1/2129/8823/products/VENROY_ECOMM_MENS_H_9_2000x.jpg?v=1581049854,70.0,Linen t-shirt
off white,AUD,"Comfortable all-rounder with a little more oomph.
 - Box shape fit
 - Wide rib collar
 - Heavyweight cotton
 - V logo flag tag",https://cdn.shopify.com/s/files/1/2129/8823/products/VENROY_ECOMM_MENS_AW_2_24_577d8c53-8c5f-4ef1-9628-67facd889d20_2000x.jpg?v=1590813493>>https://cdn.shopify.com/s/files/1/2129/8823/products/VENROY_ECOMM_MENS_AW_2_25_2000x.jpg?v=1590813494>>https://cdn.shopify.com/s/files/1/2129/8823/products/VENROY_ECOMM_MENS_AW_2_26_2000x.jpg?v=1590813494>>https://cdn.shopify.com/s/files/1/2129/8823/products/VENROY_AW20_34_e25ed79c-795a-4697-9119-96ff4464e4bd_2000x.png?v=1594795169,90.0,Heavy weight t-shirt
tobacco,AUD,"This  T-Shirt is made from Linen Jersey, boasting a  soft  and luxurious feel.",https://cdn.shopify.com/s/files/1/2129/8823/products/VENROY_MENS_HS_54_2000x.jpg?v=1581049755>>https://cdn.shopify.com/s/files/1/2129/8823/products/VENROY_MENS_HS_55_2000x.jpg?v=1581049755>>https://cdn.shopify.com/s/files/1/2129/8823/products/VENROY_MENS_HS_56_2000x.jpg?v=1581049755>>https://cdn.shopify.com/s/files/1/2129/8823/products/VENROY_ECOMM_MENS_W_149_2000x.jpg?v=1581049755,70.0,Linen t-shirt
brown,AUD,This T-Shirt is made from our signature Linen Jersey.,https://cdn.shopify.com/s/files/1/2129/8823/products/VENROY_ECOMM_MENS_HIGH_SUMMER_1_118_2000x.jpg?v=1580363509>>https://cdn.shopify.com/s/files/1/2129/8823/products/VENROY_ECOMM_MENS_HIGH_SUMMER_1_119_2000x.jpg?v=1580363509>>https://cdn.shopify.com/s/files/1/2129/8823/products/VENROY_ECOMM_MENS_HIGH_SUMMER_1_120_2000x.jpg?v=1580363509>>https://cdn.shopify.com/s/files/1/2129/8823/products/VENROY_ECOMM_MENS_HIGH_SUMMER_1_121_2000x.jpg?v=1580363509,80.0,Linen t-shirt
grey marl,AUD,"This T-Shirt is made from our signature Linen Jersey.
 - relaxed fit",https://cdn.shopify.com/s/files/1/2129/8823/products/VENROY_ECOMM_MENS_HIGH_SUMMER_1_261_2000x.jpg?v=1580969471>>https://cdn.shopify.com/s/files/1/2129/8823/products/VENROY_ECOMM_MENS_HIGH_SUMMER_1_262_2000x.jpg?v=1580969473>>https://cdn.shopify.com/s/files/1/2129/8823/products/VENROY_ECOMM_MENS_HIGH_SUMMER_1_263_2000x.jpg?v=1580969473>>https://cdn.shopify.com/s/files/1/2129/8823/products/VENROY_ECOMM_MENS_HIGH_SUMMER_1_264_2000x.jpg?v=1580969473>>https://cdn.shopify.com/s/files/1/2129/8823/products/VENROY_ECOMM_MENS_SUMMER_1_48_2000x.jpg?v=1580969473>>https://cdn.shopify.com/s/files/1/2129/8823/products/VENROY_ECOMM_MENS_SUMMER_1_50_2000x.jpg?v=1580969473>>https://cdn.shopify.com/s/files/1/2129/8823/products/VENROY_ECOMM_MENS_SUMMER_1_49_2000x.jpg?v=1580969473,80.0,Linen t-shirt
black,AUD,"This T-Shirt is made from our signature Linen Jersey.
 - relaxed fit",https://cdn.shopify.com/s/files/1/2129/8823/products/VENROY_ECOMM_MENS_HIGH_SUMMER_1_239_2000x.jpg?v=1580969481>>https://cdn.shopify.com/s/files/1/2129/8823/products/VENROY_ECOMM_MENS_HIGH_SUMMER_1_240_2000x.jpg?v=1580969481>>https://cdn.shopify.com/s/files/1/2129/8823/products/VENROY_ECOMM_MENS_HIGH_SUMMER_1_241_2000x.jpg?v=1580969481>>https://cdn.shopify.com/s/files/1/2129/8823/products/VENROY_ECOMM_MENS_HIGH_SUMMER_1_242_2000x.jpg?v=1580969481>>https://cdn.shopify.com/s/files/1/2129/8823/products/VENROY_ECOMM_MENS_SUMMER_1_1_2000x.jpg?v=1580969481>>https://cdn.shopify.com/s/files/1/2129/8823/products/VENROY_ECOMM_MENS_SUMMER_1_2_2000x.jpg?v=1580969481>>https://cdn.shopify.com/s/files/1/2129/8823/products/VENROY_ECOMM_MENS_SUMMER_1_3_2000x.jpg?v=1580969481>>https://cdn.shopify.com/s/files/1/2129/8823/products/VENROY_ECOMM_MENS_SUMMER_1_51_2000x.jpg?v=1580969481>>https://cdn.shopify.com/s/files/1/2129/8823/products/VENROY_ECOMM_MENS_SUMMER_1_52_2000x.jpg?v=1580969481>>https://cdn.shopify.com/s/files/1/2129/8823/products/VENROY_ECOMM_MENS_SUMMER_1_53_2000x.jpg?v=1580969481,80.0,Linen t-shirt
